TSNE-1,TSNE-2,task_source
4.8746533,-36.875618,unmod1
-23.36079,25.534996,unmod1
41.93232,-25.533274,unmod1
-28.7677,0.3973591,unmod1
-32.00287,24.189919,unmod1
71.57411,9.489351,unmod1
13.247116,-61.700054,unmod1
33.809155,38.975586,unmod1
3.7500815,18.942522,unmod1
42.654125,48.786526,unmod1
-8.418302,-4.8113647,unmod1
53.403866,19.919655,unmod1
1.059971,37.95442,unmod1
-5.097934,11.335506,unmod1
23.724224,-31.067585,unmod1
7.172451,-36.627766,unmod1
-0.036919978,2.7696252,unmod1
-22.743206,50.44499,unmod1
2.9557624,-34.725582,unmod1
15.48543,8.774433,unmod1
36.752098,-25.355963,unmod1
9.424412,15.375749,unmod1
74.13388,5.541486,unmod1
1.4211159,9.232807,unmod1
-26.296635,5.656332,unmod1
69.02838,22.752268,unmod1
-5.837956,40.518974,unmod1
-23.48005,5.693691,unmod1
56.481907,19.076242,unmod1
5.794875,24.208685,unmod1
71.15053,2.797149,unmod1
39.13563,-15.541345,unmod1
6.589945,-7.9032555,unmod1
-21.470453,11.886283,unmod1
3.0049493,-22.185478,unmod1
-17.700954,-3.206496,unmod1
-24.082273,1.1100398,unmod1
42.776947,-27.160753,unmod1
3.3675904,-1.7993839,unmod1
1.2592577,43.298767,unmod1
59.877743,11.412775,unmod1
59.005764,27.579424,unmod1
1.590228,-25.31424,unmod1
43.993893,40.01184,unmod1
1.6604397,56.503014,unmod1
27.74214,-56.571274,unmod1
18.371279,29.916275,unmod1
49.908535,30.6285,unmod1
59.163483,31.18824,unmod1
-11.671162,21.431953,unmod1
36.70149,-49.96316,unmod1
28.639318,-28.464712,unmod1
-29.860544,5.887266,unmod1
39.615433,-20.96803,unmod1
33.194206,-50.681625,unmod1
-16.37443,-6.150801,unmod1
11.893,63.811184,unmod1
6.7441726,-30.386433,unmod1
16.65618,15.733276,unmod1
30.611477,-0.80426145,unmod1
28.18858,-55.408176,unmod1
35.22208,9.241858,unmod1
23.34494,29.098341,unmod1
41.39778,-9.512641,unmod1
3.8676589,42.033813,unmod1
35.513718,23.739244,unmod1
61.862274,17.288557,unmod1
24.885399,-36.66333,unmod1
-25.622766,14.141056,unmod1
43.255802,-31.452978,unmod1
12.43688,40.235245,unmod1
24.22851,-63.920418,unmod1
50.69014,42.05167,unmod1
26.604832,18.826632,unmod1
0.5525961,-26.963663,unmod1
14.687875,62.706833,unmod1
1.3355763,20.162226,unmod1
-20.990784,45.633804,unmod1
-2.8533626,-21.4097,unmod1
45.549694,8.88575,unmod1
-5.471193,-44.337616,unmod1
9.565064,-2.961651,unmod1
73.078224,2.6809473,unmod1
32.05305,47.410194,unmod1
9.598073,11.994026,unmod1
49.65558,6.6984105,unmod1
-33.058216,13.749907,unmod1
5.993466,56.290234,unmod1
2.9973512,17.079521,unmod1
3.371815,29.395927,unmod1
39.50075,-7.012864,unmod1
-2.75149,-32.39799,unmod1
18.917746,-14.184151,unmod1
79.55854,8.735369,unmod1
