unmod1,human,vleng,Andrev2015,muscle,pc3,channel_name
-0.3539903,-0.2488308,-0.25077054,0.24828304,-0.1965475,0.14034079,filter_72
0.057919975,0.13264094,-0.0031863288,-0.009689206,0.043153603,0.08666928,filter_73
0.016045503,-0.10585493,-0.086174235,-0.01830728,0.030211562,-0.18719694,filter_74
-0.31241477,-0.04131885,-0.24532305,0.037908487,-0.24204952,0.09351355,filter_75
0.002212456,0.055864614,0.08923228,0.3000091,-0.012137865,0.21347709,filter_76
0.1245166,0.16227852,0.1453576,0.072804175,0.07907999,-0.0030530049,filter_77
0.02310812,0.24565601,0.12406965,-0.026675513,0.123335354,0.009416438,filter_78
0.08827009,0.031647824,0.018254803,-0.42571425,0.023261283,-0.38435552,filter_79
0.07908844,-0.09013332,0.03131201,-0.014217538,-0.11072821,-0.106525995,filter_80
0.1719964,0.19237895,0.19773036,-0.09072946,-0.032191996,-0.049246192,filter_81
0.2706339,0.20801507,0.23963249,0.13235442,-0.10082308,0.1281011,filter_82
0.049269382,-0.16187552,0.03432175,-0.09298134,0.16679867,0.008856192,filter_83
0.1222517,0.023711978,0.094950855,0.058723755,0.021798821,0.05170096,filter_84
0.14538355,0.12791443,0.16353604,0.06265032,0.06995204,0.021936348,filter_85
0.09571551,0.17962033,0.020682948,-0.27477083,0.0045473482,-0.30556053,filter_86
0.05767149,-0.096000664,0.013279048,0.18126345,-0.27365407,0.34842947,filter_87
0.056964297,-0.06715309,0.05964709,0.034583405,-0.49356183,0.24792138,filter_88
-0.09025248,0.07222418,-0.05874315,0.17800705,-0.013643491,0.2659588,filter_89
0.26453096,0.27606222,0.12912458,-0.02235315,0.06676882,-0.012437496,filter_90
-0.09901284,-0.054436356,-0.06944111,0.08114671,-0.086309865,0.064867765,filter_91
0.11897103,0.07163161,-0.02126346,-0.20997001,0.08359705,0.06946084,filter_92
-0.6468617,-0.47698435,-0.6713883,0.022040939,0.086447634,-0.050869904,filter_93
-0.105300784,-0.018950267,-0.01357151,0.11480574,0.06478041,-0.24672021,filter_94
-0.26845577,-0.25633466,-0.13430567,0.21906295,0.21206284,0.52369994,filter_95
0.24987078,0.19090821,0.1919794,0.28826883,-0.13202488,0.11458575,filter_96
-0.029672677,-0.016917259,-0.01365744,-0.07847296,-0.23900451,-0.32234386,filter_97
0.0937688,0.1699962,0.12113379,-0.07427847,-0.037408914,0.2543474,filter_98
-0.11412036,-0.10021021,-0.11528652,-0.17735563,0.13834798,-0.08953164,filter_99
0.16965547,0.23322599,0.1778062,0.07256411,-0.15200792,-0.05159023,filter_100
0.07417389,0.13223083,0.07197092,-0.39645192,-0.08178814,0.019960342,filter_101
-0.124687806,-0.09730772,-0.030595686,-0.027831458,-0.14166714,0.14391461,filter_102
0.025947822,-0.08920132,-0.0046240324,-0.21128508,0.16371349,-0.007066811,filter_103
-0.23585477,-0.10564419,-0.10058814,0.10425834,0.029554738,0.21619748,filter_104
0.07999203,-0.00031468744,0.0649806,0.09810291,-0.064897045,0.040137876,filter_105
0.18915455,0.16802785,0.15102573,-0.1700999,0.20409214,-0.20097917,filter_106
0.22226891,0.30030903,0.15702863,-0.033118222,-0.019602124,0.056328185,filter_107
0.10710042,0.15467685,0.15282318,0.21668354,-0.25370276,0.20267786,filter_108
-0.53161913,-0.37059492,-0.4206907,0.001449241,0.0058939545,-0.02755445,filter_109
-0.0015132931,-0.029456865,-0.05006929,-0.09441008,0.26177892,-0.11540174,filter_110
